accession,gene,pdb_id,method,resolution,uniprot_chains,coordinate_format,source_url,relative_path,bytes,sha256,note,deposit_date,initial_release_date,post_chai1,post_boltz2,post_protenix,post_openfold3_preview
P08684,CYP3A4,6DAC,X-ray,2.55 A,A=23-503,PDB,https://files.rcsb.org/download/6DAC.pdb,pdbs/CYP3A4/6DAC.pdb,659745,c8bae19e2710634e979bdc30c5406cb89acf58a6aa491ae8b78511cdbcd52343,authoritative RCSB legacy PDB file,2018-05-01T00:00:00Z,2019-04-03T00:00:00Z,false,false,false,false
P08684,CYP3A4,6DAG,X-ray,2.80 A,A=23-503,PDB,https://files.rcsb.org/download/6DAG.pdb,pdbs/CYP3A4/6DAG.pdb,649458,1afbe7150333f636638b1e626ea2862b508891b54ec92af69e2ef91c3f40cdd3,authoritative RCSB legacy PDB file,2018-05-01T00:00:00Z,2019-04-03T00:00:00Z,false,false,false,false
P08684,CYP3A4,6DAJ,X-ray,2.45 A,A=23-503,PDB,https://files.rcsb.org/download/6DAJ.pdb,pdbs/CYP3A4/6DAJ.pdb,653022,cb2d3ab8ef566bbdc7a966f1705531660bbfb12eb55138fec25e2b1556ed1d3a,authoritative RCSB legacy PDB file,2018-05-01T00:00:00Z,2019-04-03T00:00:00Z,false,false,false,false
P08684,CYP3A4,6DAL,X-ray,2.65 A,A=23-503,PDB,https://files.rcsb.org/download/6DAL.pdb,pdbs/CYP3A4/6DAL.pdb,654237,1fb07749dc92b746ab874056cba578d257e6ef028b95b6c84f06af747b83cb3b,authoritative RCSB legacy PDB file,2018-05-01T00:00:00Z,2019-04-03T00:00:00Z,false,false,false,false
P08684,CYP3A4,6MA6,X-ray,2.18 A,A=23-503,PDB,https://files.rcsb.org/download/6MA6.pdb,pdbs/CYP3A4/6MA6.pdb,693927,2e12ec5b0ce1cb4ef64781f0ddad3c49e352371274f281e97d677e09ededbafc,authoritative RCSB legacy PDB file,2018-08-26T00:00:00Z,2019-01-16T00:00:00Z,false,false,false,false
P08684,CYP3A4,6MA7,X-ray,2.09 A,A=23-503,PDB,https://files.rcsb.org/download/6MA7.pdb,pdbs/CYP3A4/6MA7.pdb,677241,ca0ba4416c692ad958e8cefc108333fbaba3322a2c4d3401fd92ed1105bffd10,authoritative RCSB legacy PDB file,2018-08-26T00:00:00Z,2019-01-16T00:00:00Z,false,false,false,false
P08684,CYP3A4,6MA8,X-ray,1.83 A,A=23-503,PDB,https://files.rcsb.org/download/6MA8.pdb,pdbs/CYP3A4/6MA8.pdb,714582,947ba36496700e0aaf24b5ff4a073ddade4068538dadad5cf8c0ee87064ffe65,authoritative RCSB legacy PDB file,2018-08-26T00:00:00Z,2019-01-16T00:00:00Z,false,false,false,false
P08684,CYP3A4,6OO9,X-ray,2.25 A,A=21-503,PDB,https://files.rcsb.org/download/6OO9.pdb,pdbs/CYP3A4/6OO9.pdb,680157,5d7a40c0f01a49e5bb759f75b1e3315f3e5163ef5e78f4469b68ca0846839eee,authoritative RCSB legacy PDB file,2019-04-22T00:00:00Z,2019-09-11T00:00:00Z,false,false,false,false
P08684,CYP3A4,6OOA,X-ray,2.52 A,A=21-503,PDB,https://files.rcsb.org/download/6OOA.pdb,pdbs/CYP3A4/6OOA.pdb,654318,b6c779116a2a514a0cca11c811bc879b56e969388c08566c38ca71cf905e7c9d,authoritative RCSB legacy PDB file,2019-04-22T00:00:00Z,2019-09-11T00:00:00Z,false,false,false,false
P08684,CYP3A4,6OOB,X-ray,2.20 A,A=21-503,PDB,https://files.rcsb.org/download/6OOB.pdb,pdbs/CYP3A4/6OOB.pdb,660960,f8fa2728163a3bd80fa44834c3c2852258dcc837a2d87a31ae0ce821e591c6d3,authoritative RCSB legacy PDB file,2019-04-22T00:00:00Z,2019-09-11T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNE,X-ray,2.55 A,A=23-503,PDB,https://files.rcsb.org/download/6UNE.pdb,pdbs/CYP3A4/6UNE.pdb,654318,5a30a962f97c13552b432999d1481c55b4419845e802d2e489452d968114f2fb,authoritative RCSB legacy PDB file,2019-10-11T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNG,X-ray,2.30 A,A=23-503,PDB,https://files.rcsb.org/download/6UNG.pdb,pdbs/CYP3A4/6UNG.pdb,657801,1dabcaeb2e65a075de27a80b2d4a3e2c5ad711e93beb2f86d6866e45c40bd97b,authoritative RCSB legacy PDB file,2019-10-11T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNH,X-ray,2.72 A,A=23-503,PDB,https://files.rcsb.org/download/6UNH.pdb,pdbs/CYP3A4/6UNH.pdb,651645,65fe4a5afc34f318990b4f7b5d3130e6f2abf64569a8329774325aea686b4f2c,authoritative RCSB legacy PDB file,2019-10-11T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNI,X-ray,2.60 A,A=23-503,PDB,https://files.rcsb.org/download/6UNI.pdb,pdbs/CYP3A4/6UNI.pdb,630504,408afedd4b94031fa6acce60bf83d6708c5ededd3957132dda2cff3342fc5489,authoritative RCSB legacy PDB file,2019-10-11T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNJ,X-ray,2.60 A,A/B=23-503,PDB,https://files.rcsb.org/download/6UNJ.pdb,pdbs/CYP3A4/6UNJ.pdb,1238571,f1a622118170d6cfc85e659c06b2498686e2eccecdfcff79aebb0ae0845db6c5,authoritative RCSB legacy PDB file,2019-10-12T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNK,X-ray,2.75 A,A=23-503,PDB,https://files.rcsb.org/download/6UNK.pdb,pdbs/CYP3A4/6UNK.pdb,647109,11eafc1bfef62b4e64380e6faf02c70a34205ceeeab026c13e810f6f4c48e855,authoritative RCSB legacy PDB file,2019-10-12T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNL,X-ray,2.55 A,A=23-503,PDB,https://files.rcsb.org/download/6UNL.pdb,pdbs/CYP3A4/6UNL.pdb,632205,825b76554d7d89b8434258b3bdf9d772e95b6c5ac7c904e5a77349c42c94bea7,authoritative RCSB legacy PDB file,2019-10-12T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,6UNM,X-ray,2.83 A,A/B=23-503,PDB,https://files.rcsb.org/download/6UNM.pdb,pdbs/CYP3A4/6UNM.pdb,1209978,239e93405d7731d1412bdb7a6a4e5224e0ed5f4628ed462f8b91a2cc643a5a97,authoritative RCSB legacy PDB file,2019-10-12T00:00:00Z,2020-02-05T00:00:00Z,false,false,false,false
P08684,CYP3A4,7KS8,X-ray,2.50 A,A=21-503,PDB,https://files.rcsb.org/download/7KS8.pdb,pdbs/CYP3A4/7KS8.pdb,655776,66f86e0e31c910b39458106891709f9c524844041200beec61c78f880b499aea,authoritative RCSB legacy PDB file,2020-11-21T00:00:00Z,2021-06-02T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KSA,X-ray,2.50 A,A=21-503,PDB,https://files.rcsb.org/download/7KSA.pdb,pdbs/CYP3A4/7KSA.pdb,643788,e3a432f1c28839cece9072d8161484353d5cf1426219180eea326d6cc8e6cfae,authoritative RCSB legacy PDB file,2020-11-21T00:00:00Z,2021-06-02T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVH,X-ray,2.79 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVH.pdb,pdbs/CYP3A4/7KVH.pdb,1260603,237434cf4cc38685db541f3c17a4f5586d6d84a6031c7b411a675e8dea5ff23d,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVI,X-ray,2.55 A,A=21-503,PDB,https://files.rcsb.org/download/7KVI.pdb,pdbs/CYP3A4/7KVI.pdb,651564,0783774d56312a69423fde32000a7ce1f5fad9a0b7f47dc8928533084360548f,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVJ,X-ray,2.65 A,A=21-503,PDB,https://files.rcsb.org/download/7KVJ.pdb,pdbs/CYP3A4/7KVJ.pdb,602154,7e9a92ac71c51e31dc922fbbe51b2364c84fec527d92db678dffc21111fb1d37,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVK,X-ray,2.55 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVK.pdb,pdbs/CYP3A4/7KVK.pdb,1279395,45c70990739cad963955b0841e1aeed5efac7fed10db563fa3bcc65da44520b1,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVM,X-ray,2.75 A,A=21-503,PDB,https://files.rcsb.org/download/7KVM.pdb,pdbs/CYP3A4/7KVM.pdb,658935,69c265ea74e0bd099f6262fa1d6cb099e3fa40e56d1f0d2b67d72917b2378e29,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVN,X-ray,2.70 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVN.pdb,pdbs/CYP3A4/7KVN.pdb,1278099,f16df4dc54845d730b5a8cf6ab0498875e25db6c346caf98e1517fede9434c87,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVO,X-ray,2.65 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVO.pdb,pdbs/CYP3A4/7KVO.pdb,1275426,678aeda720a6ac193b9bca95f6ef75c4d6eedfc0556811d614b78dbe94135d33,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVP,X-ray,2.75 A,A=21-503,PDB,https://files.rcsb.org/download/7KVP.pdb,pdbs/CYP3A4/7KVP.pdb,650916,681978806dd75b819883b9b552dc2fc9ed1abdbb611e2c027d5612c7b53d7851,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVQ,X-ray,2.75 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVQ.pdb,pdbs/CYP3A4/7KVQ.pdb,1277208,ae0a1dc5d70d73f93bdb651db63a4acbd80c29558d32d246e5a7576d5041a6b1,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7KVS,X-ray,2.50 A,A/B=21-503,PDB,https://files.rcsb.org/download/7KVS.pdb,pdbs/CYP3A4/7KVS.pdb,1278423,2ac681db167ee146a832139e1d26f856b47d764d87cff65e03cb9f697405aad8,authoritative RCSB legacy PDB file,2020-11-28T00:00:00Z,2021-01-20T00:00:00Z,true,false,false,false
P08684,CYP3A4,7LXL,X-ray,2.75 A,A=23-503,PDB,https://files.rcsb.org/download/7LXL.pdb,pdbs/CYP3A4/7LXL.pdb,650187,a5298a8d0f78738c0979f4a1ce49138ceee96352b676c6e0f456b287fcd1ec93,authoritative RCSB legacy PDB file,2021-03-04T00:00:00Z,2021-04-28T00:00:00Z,true,false,false,false
P08684,CYP3A4,7UAY,X-ray,2.78 A,A=21-503,PDB,https://files.rcsb.org/download/7UAY.pdb,pdbs/CYP3A4/7UAY.pdb,630423,0d622a891baec65ce6c2539cbc414e2290cbd640646099e95ad795eafb1ad750,authoritative RCSB legacy PDB file,2022-03-14T00:00:00Z,2022-08-31T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UAZ,X-ray,2.65 A,A=21-503,PDB,https://files.rcsb.org/download/7UAZ.pdb,pdbs/CYP3A4/7UAZ.pdb,638199,311aa3e68451b4e68f738e84a0882915d41a1f8c955b5cd355443184ab7e2592,authoritative RCSB legacy PDB file,2022-03-14T00:00:00Z,2022-08-31T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UF9,X-ray,2.45 A,A=21-503,PDB,https://files.rcsb.org/download/7UF9.pdb,pdbs/CYP3A4/7UF9.pdb,636174,23fa75d69f37d455f81b1b196888d89bfcbed1c95264eac998de6fd926d175ad,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFA,X-ray,2.50 A,A=21-503,PDB,https://files.rcsb.org/download/7UFA.pdb,pdbs/CYP3A4/7UFA.pdb,647433,1f1538e39fcaff9cb5100d9a5649ce267427b2b882117b7d9378ffe7c7d90fd9,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFB,X-ray,2.25 A,A=21-503,PDB,https://files.rcsb.org/download/7UFB.pdb,pdbs/CYP3A4/7UFB.pdb,664524,78f27de3ce57359f4b355f17abe27f3a3748fa4610340e91f577a6a7e889fa75,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFC,X-ray,2.35 A,A=21-503,PDB,https://files.rcsb.org/download/7UFC.pdb,pdbs/CYP3A4/7UFC.pdb,662661,769ff00a87ea2fac4aae71bbd7f6e3403e2cd024f12b233c865fe1a8872f65fa,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFD,X-ray,2.90 A,A=21-503,PDB,https://files.rcsb.org/download/7UFD.pdb,pdbs/CYP3A4/7UFD.pdb,661284,16c38ad50eeb1d639c6e957631612cd8ff46647c9299eebc6b26ca116c362cdb,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFE,X-ray,2.40 A,A/B=21-503,PDB,https://files.rcsb.org/download/7UFE.pdb,pdbs/CYP3A4/7UFE.pdb,1285065,585bca03569f3c507473cd90811f19bec4f5db5a39089aba909196e2d4c4d291,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,7UFF,X-ray,2.70 A,A/B=21-503,PDB,https://files.rcsb.org/download/7UFF.pdb,pdbs/CYP3A4/7UFF.pdb,1267245,8cc6c0583cf125ba5b56aeead88e0f570d842d5bc3cbf2e4f6c4c87918e40dca,authoritative RCSB legacy PDB file,2022-03-22T00:00:00Z,2022-07-27T00:00:00Z,true,false,true,true
P08684,CYP3A4,8DYC,X-ray,2.40 A,A=21-503,PDB,https://files.rcsb.org/download/8DYC.pdb,pdbs/CYP3A4/8DYC.pdb,661284,8d66b030e7f91277e8be6b771b930fa44b39d37adc5ea82812f58fd62c6d1075,authoritative RCSB legacy PDB file,2022-08-04T00:00:00Z,2022-10-26T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWD,X-ray,2.20 A,A=21-503,PDB,https://files.rcsb.org/download/8EWD.pdb,pdbs/CYP3A4/8EWD.pdb,630747,81b023fbf4137f49711ac2823891f1e88300f85ad15a84c7b29ece67907acd60,authoritative RCSB legacy PDB file,2022-10-22T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWE,X-ray,2.30 A,A=21-503,PDB,https://files.rcsb.org/download/8EWE.pdb,pdbs/CYP3A4/8EWE.pdb,663714,5505c4491cdcb7a68235d4065859deaf681466af14c30fdecdba1f5ef0a9fa3f,authoritative RCSB legacy PDB file,2022-10-22T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWL,X-ray,2.35 A,A=21-503,PDB,https://files.rcsb.org/download/8EWL.pdb,pdbs/CYP3A4/8EWL.pdb,648729,7f840fdc250fb34142075470e144f4f8166e95fa453080fa4178b64be7350534,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWM,X-ray,2.30 A,A=21-503,PDB,https://files.rcsb.org/download/8EWM.pdb,pdbs/CYP3A4/8EWM.pdb,631314,73da7707e71fad1cd3d0cff0e76785e7227103d3564c38fd2f1caa81f1f13001,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWN,X-ray,2.10 A,A=21-503,PDB,https://files.rcsb.org/download/8EWN.pdb,pdbs/CYP3A4/8EWN.pdb,640386,1f7f5e1aab11a9877bb2a574a96439fb54ea60809fd9d1ebcf4cc7ad86be0075,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWP,X-ray,2.40 A,A=21-503,PDB,https://files.rcsb.org/download/8EWP.pdb,pdbs/CYP3A4/8EWP.pdb,662175,471fde2ee2bfa14e0f9606150e8b5d3f2525eb1987eb8c75013179b56a271636,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWQ,X-ray,2.25 A,A=21-503,PDB,https://files.rcsb.org/download/8EWQ.pdb,pdbs/CYP3A4/8EWQ.pdb,668736,de19a5c4fbe72503882ee3b3a7fa162eb36e56afd9b78d80e026599c1b42c64a,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWR,X-ray,2.20 A,A=21-503,PDB,https://files.rcsb.org/download/8EWR.pdb,pdbs/CYP3A4/8EWR.pdb,651402,6396cf406bb00ff4025d7bcb4209e2ef679a39a1189cf3d8421af73b8c1403b9,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EWS,X-ray,2.15 A,A=21-503,PDB,https://files.rcsb.org/download/8EWS.pdb,pdbs/CYP3A4/8EWS.pdb,660069,d0ed119f05fe043ff2eabd59f6e3dbc34d7bd49ea88fc99ff240bb94114ffeeb,authoritative RCSB legacy PDB file,2022-10-24T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8EXB,X-ray,2.05 A,A=21-503,PDB,https://files.rcsb.org/download/8EXB.pdb,pdbs/CYP3A4/8EXB.pdb,650835,5b9c2e6b71e23cd53b2dd4edcfb33e99f0ea77df7ee73b29d22451e2b2894225,authoritative RCSB legacy PDB file,2022-10-25T00:00:00Z,2023-02-01T00:00:00Z,true,false,true,true
P08684,CYP3A4,8SO1,X-ray,2.05 A,A=21-503,PDB,https://files.rcsb.org/download/8SO1.pdb,pdbs/CYP3A4/8SO1.pdb,681534,45484cd934aaf5aae05432ce715d29cb7296855db0a19318fde4080088a3dfd9,authoritative RCSB legacy PDB file,2023-04-28T00:00:00Z,2023-08-02T00:00:00Z,true,true,true,true
P08684,CYP3A4,8SO2,X-ray,2.15 A,A=21-503,PDB,https://files.rcsb.org/download/8SO2.pdb,pdbs/CYP3A4/8SO2.pdb,702513,9d97c7fb1660338164b892d17dca8cd370ca64ce6ccf1e966cae13a48376009b,authoritative RCSB legacy PDB file,2023-04-28T00:00:00Z,2023-08-02T00:00:00Z,true,true,true,true
P08684,CYP3A4,8SPD,X-ray,2.90 A,A=24-503,PDB,https://files.rcsb.org/download/8SPD.pdb,pdbs/CYP3A4/8SPD.pdb,611307,fefb43d7959155808a2e6146c7373c53717b3bd06e071883b440f5d242daf605,authoritative RCSB legacy PDB file,2023-05-02T00:00:00Z,2023-10-11T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BBB,X-ray,2.50 A,A=21-503,mmCIF,https://files.rcsb.org/download/9BBB.cif,pdbs/CYP3A4/9BBB.cif,785788,5e4293183f21953598c30cc79cfb1395e3b90f1a517ba43c512fa85341ee9c76,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-04-05T00:00:00Z,2024-07-03T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BV5,X-ray,2.71 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BV5.cif,pdbs/CYP3A4/9BV5.cif,473402,2da69e4e3cf8c94a91db7039b0e5d4342c28527402e072dc10f10689ce13825c,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BV6,X-ray,3.10 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BV6.cif,pdbs/CYP3A4/9BV6.cif,456520,e897d0516b94636a45fde2c76edc3aa2ea3999c56467cd92df7282683083a23d,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BV7,X-ray,3.21 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BV7.cif,pdbs/CYP3A4/9BV7.cif,466651,1ff3e402cb57b5a19bd054d998f709a443a63ee00be81cc176bc1ad59e67803e,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BV8,X-ray,3.00 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BV8.cif,pdbs/CYP3A4/9BV8.cif,463145,5fc2b9681b798c35c3e11649f452956a20398ba7c3716985684b45b527a902da,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BV9,X-ray,2.95 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BV9.cif,pdbs/CYP3A4/9BV9.cif,462766,787422a0b1b93b56e62fcbed44f72787585a888f06480ac53e560f7324fde318,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BVA,X-ray,3.02 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BVA.cif,pdbs/CYP3A4/9BVA.cif,463716,cc83eec1b2df47b5c457404b7d0a4ab721127c2102b1d1890cafe5dc5138a5d0,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BVB,X-ray,3.00 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BVB.cif,pdbs/CYP3A4/9BVB.cif,460023,8fededd2a006701f811d1e226934ca12ea2ad201cc57bb1a5e3fe474516d58e5,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9BVC,X-ray,2.80 A,A=24-503,mmCIF,https://files.rcsb.org/download/9BVC.cif,pdbs/CYP3A4/9BVC.cif,460172,2115face753bf1bccaef97d663c8c4afaa508ed5f5652af03401e50f4144aab9,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-05-20T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COR,X-ray,2.55 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COR.cif,pdbs/CYP3A4/9COR.cif,783948,f92e9a50760bfc6a9216915993274b609f01fc5763e7f2e450b6888bd804d5ac,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COS,X-ray,2.75 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COS.cif,pdbs/CYP3A4/9COS.cif,762646,3243b7f363502775c2317b1d34779d6d4933a66e9fabb578892600b40ffb228d,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COT,X-ray,2.81 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COT.cif,pdbs/CYP3A4/9COT.cif,762922,1c245ce48c012119fe114f660bbca7b18854bb871ae8cfa393413555087a827c,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COU,X-ray,2.81 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COU.cif,pdbs/CYP3A4/9COU.cif,769081,69cf2257f4e2149e59645641fa89f1d38f4754ea4febd51578ce639498402a95,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COV,X-ray,2.60 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COV.cif,pdbs/CYP3A4/9COV.cif,772825,ea41c13d24c74fe63d6b3317109d00756e8dfebc2b4c8c9060cfaddee527b699,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COW,X-ray,2.30 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COW.cif,pdbs/CYP3A4/9COW.cif,784702,827d6f6e4627eae504fcd4b2b7b0cd1077d4e440a7a552207580139a326753da,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COX,X-ray,2.72 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COX.cif,pdbs/CYP3A4/9COX.cif,773256,3ee01c42ad19d27f46f33e62950f0f288cea7b350e610b368f806d6e8d5807d6,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9COY,X-ray,2.65 A,A=21-503,mmCIF,https://files.rcsb.org/download/9COY.cif,pdbs/CYP3A4/9COY.cif,799059,071018e741b43001027038587b041927c3caa9b66cc8a4c07803f414df23c049,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2024-07-17T00:00:00Z,2025-01-08T00:00:00Z,true,true,true,true
P08684,CYP3A4,9GK1,X-ray,2.95 A,A=25-503,PDB,https://files.rcsb.org/download/9GK1.pdb,pdbs/CYP3A4/9GK1.pdb,659664,e2ebff705624b4f5b0c66151fbb04b467b8caf1f57386ccd22d7d763edf9742d,authoritative RCSB legacy PDB file,2024-08-23T00:00:00Z,2025-05-07T00:00:00Z,true,true,true,true
P08684,CYP3A4,9MS1,X-ray,3.40 A,A=24-503,mmCIF,https://files.rcsb.org/download/9MS1.cif,pdbs/CYP3A4/9MS1.cif,438000,2729c5dca582f163f42d8d96d22f84fe5443c5e9f2fd94ff54af6eb8f1fc4ccd,authoritative RCSB mmCIF; legacy PDB file unavailable (RCSB returned 404),2025-01-09T00:00:00Z,2025-04-16T00:00:00Z,true,true,true,true
