compound_id,endpoint,observed,calibrated_prediction,fold,scaffold_id
OCNT-2318363,CYP1A2,6.26143248,5.50586808095829,4,MURCKO::O=C(OCc1ccccc1)c1ccc2cncn2c1
OCNT-2318364,CYP1A2,5.577221095,5.185333913554323,1,MURCKO::c1ccc(-c2noc(-c3cccnc3)n2)nc1
OCNT-2318376,CYP1A2,5.18644016,4.7482056466848155,2,MURCKO::c1ccc2c(-c3nnco3)c[nH]c2c1
OCNT-2318394,CYP1A2,5.539309995,5.194481633771288,2,MURCKO::c1cnnc(N2CCCC(c3c[nH]c4ncccc34)C2)c1
OCNT-2318405,CYP1A2,4.664680495,4.952154018047939,3,MURCKO::c1ccc(CNC2CCOc3ccccc32)cc1
OCNT-2318411,CYP1A2,5.020332697,4.7395740894338365,1,MURCKO::O=C(CN1CC2CN(c3ccncn3)CC2C1)NC1CCCC1
OCNT-2318423,CYP1A2,3.927173255,4.949287728727228,3,MURCKO::O=C(c1cscn1)N1CCC(Cn2cncn2)CC1
OCNT-2318429,CYP1A2,5.680396747,5.487278432688488,3,MURCKO::O=C(Nc1ccccc1)NC1C2Cc3ccccc3C21
OCNT-2318439,CYP1A2,5.270841387,4.762420654223252,0,MURCKO::O=C(CC1CCCNC1)Nc1n[nH]c2[nH]nc(-c3ccccc3)c12
OCNT-2318448,CYP1A2,5.958262605,5.30470018436785,3,MURCKO::c1ccc(-c2nnc(C3CC3)[nH]2)cc1
OCNT-2318451,CYP1A2,3.558287917,4.493379389751525,1,MURCKO::O=C1CCC(N2C(=O)c3cccc(N4CCNCC4)c3C2=O)C(=O)N1
OCNT-2318453,CYP1A2,5.828513045,4.548148468691106,4,MURCKO::O=C(NCc1ccccc1)c1c[nH]c2ccccc2c1=O
OCNT-2318467,CYP1A2,5.795963533,4.620305555876831,3,MURCKO::O=C1NCCN1c1cccc(-c2noc(Cc3ccon3)n2)c1
OCNT-2318468,CYP1A2,5.12917157,4.902347133134913,0,MURCKO::O=c1cccnn1Cc1cccc2c1CCOC2
OCNT-2318512,CYP1A2,4.8245779,4.969517470157052,3,MURCKO::O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1
OCNT-2318531,CYP1A2,5.708708545,5.0250448238368435,2,MURCKO::O=c1nc(NC2CCc3ccccc32)[nH]c2[nH]ncc12
OCNT-2318540,CYP1A2,2.08595201,5.55036292393074,2,MURCKO::O=c1[nH]cccc1-c1nc(Cc2cnoc2)no1
OCNT-2318549,CYP1A2,6.633153952,4.761452895057946,4,MURCKO::c1ccc(Nc2ncnc3[nH]ncc23)cc1
OCNT-2318553,CYP1A2,5.117279883,5.300153795533902,1,MURCKO::O=C(Cc1cc2ccccc2[nH]1)NC1CCCc2cccnc21
OCNT-2318557,CYP1A2,5.390144205,4.889195648046237,3,MURCKO::O=C1NCC(C2CC2)n2cc(-c3ccc4[nH]ncc4c3)cc21
OCNT-2318566,CYP1A2,5.352664358,5.346596246203214,0,MURCKO::O=C(Cc1ccccn1)Nc1n[nH]cc1C1CC1
OCNT-2318569,CYP1A2,5.456108513,4.62691870525653,2,MURCKO::c1cncc(C2CCCN2c2nc(-c3ccncc3)nc3ccccc23)c1
OCNT-2318577,CYP1A2,5.100747877,5.056714722170771,0,MURCKO::c1ccc(CNc2ccccc2)cc1
OCNT-2318583,CYP1A2,3.823268413,4.819096341086146,1,MURCKO::O=C1Cc2cc(S(=O)(=O)Nc3ccc(-n4cncn4)cc3)ccc2N1
OCNT-2318585,CYP1A2,5.56130717,5.536425855152806,0,MURCKO::c1cc(NCc2cccc3ccccc23)cc(-n2cnnn2)c1
OCNT-2318590,CYP1A2,5.627750905,4.997970953857422,0,MURCKO::c1ccc(C2C3CC3CN2c2ncccn2)cc1
OCNT-2318612,CYP1A2,5.101097193,5.019125384010479,2,MURCKO::c1ccc2nc(-c3nnc(N4CCOC5(CCCCCC5)C4)[nH]3)ccc2c1
OCNT-2318628,CYP1A2,3.903030512,4.9653918393152825,1,MURCKO::c1ccc(C2(c3nc(Cc4cnc(C5CC5)o4)no3)CCNCC2)cc1
OCNT-2318633,CYP1A2,5.111750823,4.881531322974049,1,MURCKO::c1ccc(-c2cscn2)cc1
OCNT-2318634,CYP1A2,5.297514047,5.141092517143791,3,MURCKO::c1ccc2nc(-c3ccncc3)ncc2c1
OCNT-2318639,CYP1A2,4.919269393,5.077892133273665,1,MURCKO::O=C(Nc1ccncn1)N1CCCCCC1c1ccccc1
OCNT-2318647,CYP1A2,4.981743517,5.201656533065801,1,MURCKO::c1ccc2c(NCc3ccc4cn[nH]c4c3)ncnc2c1
OCNT-2318651,CYP1A2,3.561449123,4.6807287585990025,4,MURCKO::O=C(c1cccc(-c2ccccc2)c1)N1CCN(c2nccn3cnnc23)CC1
OCNT-2318657,CYP1A2,4.864228155,4.729082002503014,2,MURCKO::O=C(c1n[nH]c2ccccc12)N1CCCC(c2nccs2)C1
OCNT-2318658,CYP1A2,5.256545,5.4942265785575986,4,MURCKO::c1ccc(-n2cc(COc3ccc4c(c3)CNC4)nn2)cc1
OCNT-2318659,CYP1A2,4.71938977,5.417088264914717,3,MURCKO::c1ccc2c(c1)CCOC2c1nc(C2CCOC2)no1
OCNT-2318668,CYP1A2,5.730354147,5.086609833483108,1,MURCKO::c1ccc(-c2nnc[nH]2)cc1
OCNT-2318671,CYP1A2,6.926975918,4.944633895314617,3,MURCKO::O=C(Nc1n[nH]c2ccccc12)c1ccc(Cn2ccnc2)cc1
OCNT-2318680,CYP1A2,5.309533675,5.080322564170904,2,MURCKO::O=c1[nH]nc(-c2nnc(COC3CCCCC3)o2)c2ccccc12
OCNT-2318685,CYP1A2,5.491837323,4.748475649367016,1,MURCKO::O=C(Nc1cc[nH]n1)c1cc2ccccc2[nH]1
OCNT-2328316,CYP1A2,5.78291153,5.027009063143114,2,MURCKO::c1ccccc1
OCNT-2328317,CYP1A2,5.214993472,4.888660557696837,4,MURCKO::O=C(c1ccccc1)c1ccccc1
OCNT-2328329,CYP1A2,5.681076177,5.965556503116139,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328337,CYP1A2,5.509644433,4.845124970148812,4,MURCKO::O=C1C=CC(=O)C=C1
OCNT-2328360,CYP1A2,1.988384528,4.566327848672083,1,MURCKO::c1ccc(CCNc2ccccc2)cc1
OCNT-2328395,CYP1A2,4.925579965,4.550723084347584,2,MURCKO::c1ccccc1
OCNT-2328400,CYP1A2,4.81904756,4.520205519676059,2,MURCKO::c1ccccc1
OCNT-2328401,CYP1A2,4.847908695,5.073834431515725,0,MURCKO::O=C1CN2Cc3ccccc3N=C2N1
OCNT-2328416,CYP1A2,5.951552982,5.141296045624522,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328420,CYP1A2,6.129806315,5.467610932023479,0,MURCKO::c1ccc(Cc2c[nH]cn2)cc1
OCNT-2328447,CYP1A2,5.643812715,5.3407092014915944,4,MURCKO::c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
OCNT-2328455,CYP1A2,4.718853295,5.079150008714459,1,MURCKO::O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nnn[nH]4)cc3)c12)OC1CCCCC1
OCNT-2328488,CYP1A2,5.737422975,5.117255640968298,1,MURCKO::c1ccc(C(Cn2ccnc2)OCc2ccsc2)cc1
OCNT-2328496,CYP1A2,3.997762027,5.104431683754729,0,MURCKO::O=C(c1ccccc1)c1coc2ccccc12
OCNT-2328510,CYP1A2,4.66854407,4.620990755461299,0,MURCKO::C(=CC=CC1=[NH+]c2ccc3ccccc3c2C1)C=CC=C1Cc2c(ccc3ccccc23)N1
OCNT-2328519,CYP1A2,5.093239353,4.629128020266209,4,ACYCLIC::d3e0fa0f8c4bf0b6
OCNT-2328546,CYP1A2,5.133739167,4.900108440727889,1,MURCKO::c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1
OCNT-2328552,CYP1A2,5.644207448,5.2051574048521925,3,MURCKO::c1ccc2c(c1)Oc1ccccc1C1CNCC21
OCNT-2328553,CYP1A2,5.06714608,5.1553469236289775,0,MURCKO::O=C1C=CC(=O)c2ccccc21
OCNT-2328555,CYP1A2,5.289767528,5.227418494569094,3,MURCKO::C1CC2CCOC3OC4CCC(C1)C23OO4
OCNT-2328559,CYP1A2,4.853442213,4.963643396602883,2,MURCKO::c1ccc(CCCNCc2cccc3ccccc23)cc1
OCNT-2328565,CYP1A2,4.116783042,5.171881092184917,4,MURCKO::O=C(OCc1ccccc1)c1ccccc1
OCNT-2328583,CYP1A2,5.823946382,5.126673754572806,2,MURCKO::c1ccccc1
OCNT-2328589,CYP1A2,3.642390255,5.063273437673837,0,MURCKO::O=C(NC1C(=O)N2CCSC12)c1cccc2ccccc12
OCNT-2328601,CYP1A2,5.749883995,4.992346729650544,3,MURCKO::C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1
OCNT-2328604,CYP1A2,5.504938652,4.534201208306632,2,MURCKO::c1ccccc1
OCNT-2328617,CYP1A2,5.522360535,4.915793364997278,0,MURCKO::c1ccc(Cc2c[nH]cn2)cc1
OCNT-2328630,CYP1A2,4.6823471,4.636028511594899,2,ACYCLIC::b7e5a4372964019a
OCNT-2328638,CYP1A2,4.236983705,5.195964592179626,2,MURCKO::c1ccc(Oc2ccccc2)cc1
OCNT-2328663,CYP1A2,5.071095182,5.45625112969314,4,MURCKO::O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12
OCNT-2328666,CYP1A2,5.246598397,5.043290871859122,2,MURCKO::c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1
OCNT-2328673,CYP1A2,7.189312418,5.847658210583831,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328702,CYP1A2,5.310094333,4.574849886324703,2,MURCKO::c1ccccc1
OCNT-2328704,CYP1A2,5.385529017,5.262896308028641,2,MURCKO::c1ccc2[nH]ccc2c1
OCNT-2328726,CYP1A2,5.322439375,4.787219532609501,1,MURCKO::c1ccc2c(c1)CCC2
OCNT-2328729,CYP1A2,4.855454522,5.135627886098551,2,MURCKO::c1ccccc1
OCNT-2328733,CYP1A2,5.63483116,4.930758972999248,2,MURCKO::c1ccccc1
OCNT-2328752,CYP1A2,2.898074815,4.4688514580408505,2,MURCKO::c1ccccc1
OCNT-2328759,CYP1A2,4.34430153,4.97112289996287,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328764,CYP1A2,5.4731902,5.07294602815772,2,MURCKO::c1ccccc1
OCNT-2328784,CYP1A2,5.49263816,4.852404916842662,0,MURCKO::c1ccc2ccccc2c1
OCNT-2328787,CYP1A2,4.77122071,4.655777631882332,1,MURCKO::c1cc[nH+]cc1
OCNT-2328789,CYP1A2,6.62409317,5.368170737834847,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328791,CYP1A2,4.550166535,4.57923854122995,3,MURCKO::c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1
OCNT-2328794,CYP1A2,4.241668605,5.045718035673205,0,MURCKO::O=C1C=CC(=O)c2ccccc21
OCNT-2328824,CYP1A2,5.378572777,5.256852021036629,3,MURCKO::O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
OCNT-2328827,CYP1A2,5.103808697,5.040157933679134,3,MURCKO::O=C1CNC(=O)N1c1ccccc1
OCNT-2328838,CYP1A2,5.082651027,4.641846802068043,4,MURCKO::c1ccc(-c2ccccc2)cc1
OCNT-2328854,CYP1A2,3.893977505,5.791697297540667,3,MURCKO::O=C(Cc1cccnc1)c1cccnc1
OCNT-2328864,CYP1A2,5.436967443,4.89479749110474,3,MURCKO::c1csc(COc2cccc3ccccc23)c1
OCNT-2328870,CYP1A2,2.242559385,4.734265242173462,0,MURCKO::c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
OCNT-2328886,CYP1A2,3.451809985,4.659181790779222,2,MURCKO::c1ccccc1
OCNT-2328889,CYP1A2,5.236904717,4.905306831170339,0,MURCKO::c1ccn2nccc2c1
OCNT-2328890,CYP1A2,5.037293535,4.904902482722084,2,MURCKO::c1ccccc1
OCNT-2328892,CYP1A2,4.774593187,5.2628707323691355,2,MURCKO::c1ccc(Oc2ccccc2)cc1
OCNT-2328931,CYP1A2,4.867967003,4.9910255085871515,0,MURCKO::O=C(c1ccccc1)c1coc2ccccc12
OCNT-2328938,CYP1A2,5.325893385,5.4280606216560106,2,MURCKO::c1cncc(CN2CCC(=C3c4ccccc4CCc4cccnc43)CC2)c1
OCNT-2328946,CYP1A2,5.782165655,4.986434868136268,4,MURCKO::S=c1cc(-c2ccccc2)ss1
OCNT-2328950,CYP1A2,4.640730533,5.757210236488443,0,MURCKO::c1ccc(Nc2ccccc2)cc1
OCNT-2328958,CYP1A2,5.63758462,5.179229083400165,1,MURCKO::c1ccc(Oc2ccc3nc[nH]c3c2)cc1
OCNT-2328961,CYP1A2,5.300220215,5.176083636242533,2,MURCKO::c1ccccc1
OCNT-2328962,CYP1A2,5.378086843,5.289033877084975,4,MURCKO::O=C(OCc1ccccc1)c1ccccc1
OCNT-2328965,CYP1A2,5.722820957,5.472849762534463,2,MURCKO::c1ccccc1
OCNT-2328969,CYP1A2,4.288918308,4.723349345154732,1,MURCKO::O=C1C(=Cc2ccccc2)C2CCC1C2
OCNT-2328970,CYP1A2,2.344094297,4.497593385886984,1,ACYCLIC::ab0e363c507d08db
OCNT-2328974,CYP1A2,5.551056015,4.719870824853157,2,MURCKO::c1ccccc1
OCNT-2328980,CYP1A2,4.342669123,4.6669517998597625,3,MURCKO::C1CC2CCOC3OC4CCC(C1)C23OO4
OCNT-0001882,CYP2C9,2.169687087,4.8371197972153395,2,MURCKO::c1ccccc1
OCNT-0018684,CYP2C9,2.834837307,4.053054794872316,0,MURCKO::c1ccc2ccccc2c1
OCNT-0021946,CYP2C9,4.810827898,4.564501889733351,2,MURCKO::c1ccc2c(c1)CCC1C2CCC2CCCC21
OCNT-0022066,CYP2C9,3.519692225,4.575385151218644,4,MURCKO::O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1
OCNT-0022107,CYP2C9,4.824902188,4.6747405450614785,3,MURCKO::O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1
OCNT-0022126,CYP2C9,4.573013837,4.460134109511068,2,MURCKO::c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1
OCNT-0022128,CYP2C9,4.683597905,4.450604731253041,3,MURCKO::O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1
OCNT-0022288,CYP2C9,4.649319785,4.275763374458129,2,MURCKO::c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
OCNT-0022294,CYP2C9,4.12327397,4.304150559342881,4,MURCKO::c1ccc2c(c1)Nc1ccccc1S2
OCNT-0022314,CYP2C9,4.26358712,4.158861458176585,2,MURCKO::O=C(c1ccccc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
OCNT-0022315,CYP2C9,4.881786123,4.122313796651714,0,MURCKO::c1ccc(N2CCN(CCCOc3cccc4ccccc34)CC2)cc1
OCNT-0022316,CYP2C9,2.252633272,4.618504730396325,4,MURCKO::O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1
OCNT-0476550,CYP2C9,4.434790132,4.538593986204778,0,MURCKO::c1ccc2nc3ccccc3cc2c1
OCNT-0478539,CYP2C9,3.595793432,4.604351321518589,2,MURCKO::c1ccc2[nH]ccc2c1
OCNT-0483290,CYP2C9,4.013040405,4.5044477132264635,4,MURCKO::C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
OCNT-0493312,CYP2C9,5.846211473,4.847267108424975,0,MURCKO::c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
OCNT-0494025,CYP2C9,4.159997005,4.49724375763028,0,MURCKO::O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1
OCNT-0494084,CYP2C9,4.322632415,4.746750096119977,4,MURCKO::O=C(c1ccccc1)c1ccc2nc[nH]c2c1
OCNT-0494105,CYP2C9,5.24864133,4.474407062580487,0,MURCKO::c1ccc(Nc2ccccc2)cc1
OCNT-0494110,CYP2C9,5.884783357,5.215392504373927,0,MURCKO::C(=Cc1ccccc1)c1ccccc1
OCNT-0494160,CYP2C9,4.027852167,4.941185809946968,3,MURCKO::O=C1C=CC2C(CCC3C2CCC2C(C(=O)Nc4ccccc4)CCC23)N1
OCNT-0494162,CYP2C9,5.231331972,4.729745414342332,2,MURCKO::c1ccc2c(c1)CCC1C2CCC2CCCC21
OCNT-0494205,CYP2C9,4.675208465,4.426015248115085,1,MURCKO::O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13
OCNT-0494638,CYP2C9,4.125769155,4.24044369882836,1,MURCKO::C1CCC2C(C1)CCC1C3CCCC3CCC21
OCNT-0494698,CYP2C9,5.424638007,4.892933336546211,3,MURCKO::O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1
OCNT-0495189,CYP2C9,2.102832312,4.2846905503518355,3,MURCKO::c1ccc(C(c2ccccc2)N2CCNCC2)cc1
OCNT-0495275,CYP2C9,5.37404736,4.591340589739096,1,MURCKO::O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13
OCNT-0497719,CYP2C9,5.696329008,4.385020578879894,1,MURCKO::O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1
OCNT-0497724,CYP2C9,5.644330747,4.614461423649979,0,MURCKO::O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1
OCNT-0497798,CYP2C9,5.543143527,4.54432749131942,4,MURCKO::O=C(c1ccccc1)c1ccccc1
OCNT-0497847,CYP2C9,5.10806239,4.555666428221079,2,MURCKO::O=C1CC(=O)N(c2ccccc2)N1c1ccccc1
OCNT-0497934,CYP2C9,5.73559019,4.607701872079332,1,MURCKO::O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4
OCNT-0497954,CYP2C9,4.575055157,4.640572676890427,2,MURCKO::C=C1c2ccccc2Sc2ccccc21
OCNT-0498042,CYP2C9,4.44158044,4.389154899004896,4,MURCKO::O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21
OCNT-0498064,CYP2C9,4.441327037,4.2204794991476104,0,MURCKO::O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1
OCNT-0498121,CYP2C9,4.04949926,5.674137072415162,0,MURCKO::O=S(=O)(Nc1nccs1)c1ccccc1
OCNT-0498160,CYP2C9,3.877364105,4.547540955089959,3,MURCKO::O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
OCNT-0713834,CYP2C9,5.477437085,4.204327307959037,1,MURCKO::O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O
OCNT-1083122,CYP2C9,3.247387145,4.147337085614741,2,MURCKO::c1ccccc1
OCNT-1685194,CYP2C9,4.5338679,4.161314230414302,3,ACYCLIC::80dc4560121225b3
OCNT-1755345,CYP2C9,5.443798252,4.775056186684225,2,MURCKO::O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1
OCNT-1871132,CYP2C9,4.102499563,4.61867483430253,4,MURCKO::c1ccc(-c2ccccc2)cc1
OCNT-1965960,CYP2C9,2.2828893,4.182414010333938,1,MURCKO::O=C(Nc1ccccc1)C1CCCCN1
OCNT-2308468,CYP2C9,3.937667097,4.462147710524544,0,MURCKO::O=C(c1ccc2[nH]nnc2c1)N1CCCC(n2cccn2)C1
OCNT-2308473,CYP2C9,4.422686977,4.368978336982626,0,MURCKO::O=C(NC1CCN(C(=O)c2ccc3c(c2)OCCCO3)CC1)c1ccsc1
OCNT-2308476,CYP2C9,3.40003183,4.308207345518419,1,MURCKO::O=C(Nc1ccc2c(c1)NCC2)N1CCCCC1
OCNT-2308478,CYP2C9,4.583366505,4.364985134957265,2,MURCKO::O=C(NC1CCOc2ccccc21)c1c[nH]nc1C1CCCNC1
OCNT-2308479,CYP2C9,3.709213582,4.550535575950036,2,MURCKO::O=C(CCC1CC1)NC1CCCN(C(=O)Cc2cc(C3CC3)on2)CC1
OCNT-2308494,CYP2C9,4.372024367,5.005356364193572,3,MURCKO::O=C(Nc1ccc(OCc2ccncc2)cc1)c1c[nH]nn1
OCNT-2308515,CYP2C9,4.004888092,4.57685184084242,4,MURCKO::c1ccc(-c2nc(N3CCCCC3)no2)cc1
OCNT-2308522,CYP2C9,3.37551358,4.180271238573717,2,MURCKO::O=C(NCC1CCOC1)N1CCCC1c1nc2ccccc2[nH]1
OCNT-2308536,CYP2C9,4.167004022,4.8061544172514825,2,MURCKO::O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1
OCNT-2308539,CYP2C9,5.51041815,4.543275819547556,0,MURCKO::O=C(NCc1ccccn1)N1CCC(CCc2ccccc2)CC1
OCNT-2308562,CYP2C9,4.198154762,4.5192807983776015,0,MURCKO::O=C(Nc1nc2ccccc2s1)C1CCCOC1
OCNT-2308571,CYP2C9,4.826146405,4.335091093809467,0,MURCKO::O=C(NCCc1nnc(-c2ccccc2)o1)c1ccccc1
OCNT-2308576,CYP2C9,5.143536818,4.834313243216364,2,MURCKO::O=C(Nc1ccc(-c2nccs2)cc1)c1ccccc1
OCNT-2308578,CYP2C9,3.779748205,4.508206023672749,3,MURCKO::O=C(Nc1ccc(N2CCOC2=O)cc1)c1ccccc1
OCNT-2308583,CYP2C9,4.459796502,4.807704696248454,1,MURCKO::c1coc(CCCNc2ccn3nccc3n2)c1
OCNT-2308585,CYP2C9,2.370778473,4.585972707804884,0,MURCKO::O=C(NCc1cnc2ccccn12)C12CNCC1COC2
OCNT-2308588,CYP2C9,4.06119356,4.660301455143456,2,MURCKO::c1ccc(Oc2ccnc(N3CCCNCC3)n2)cc1
OCNT-2308604,CYP2C9,4.211255327,4.488508951125589,4,MURCKO::O=C(Cn1cc(C(=O)N2CCOc3ccccc32)cn1)NC1CCCCC1
OCNT-2308613,CYP2C9,2.898512752,4.507727318551385,3,MURCKO::O=C(NCC1CCN(Cc2cccs2)CC1)c1cc(C2CC2)[nH]n1
OCNT-2308624,CYP2C9,4.43455903,5.1150129214081,4,MURCKO::O=C(NCCc1ccncc1)C1NCCOc2ccccc21
OCNT-2308645,CYP2C9,4.499618185,4.518260045014449,1,MURCKO::O=C(c1cnn2c1CCCC2)N1CC(c2nc(-c3ccccc3)no2)C1
OCNT-2308649,CYP2C9,4.349199405,4.5408896052795,4,MURCKO::O=C(Cc1ccccc1)NCc1ccccc1-n1ccnc1
OCNT-2308656,CYP2C9,5.674395955,4.657687906532431,3,MURCKO::O=C(Nc1ccccc1)c1ccnc(Oc2ccccc2)c1
OCNT-2308667,CYP2C9,3.55747492,4.561751923196182,4,MURCKO::c1ccc(Oc2ccnc(N3CCCCC3)n2)cc1
OCNT-2308674,CYP2C9,5.519434882,5.162534134830484,4,MURCKO::O=C(Nc1ccc2[nH]c(-c3ccccc3)nc2c1)c1cccnc1
OCNT-2308698,CYP2C9,4.974725937,4.804960043352402,1,MURCKO::O=c1cccnn1Cc1coc(-c2ccccc2)n1
OCNT-2308706,CYP2C9,3.925035008,4.668968948133052,3,MURCKO::O=C(c1ccnc(-n2ccnc2)c1)N1CCC(c2ncccn2)CC1
OCNT-2308709,CYP2C9,3.752890242,4.2061856474251496,1,MURCKO::c1cnc2nc(N3CCN(Cc4ncc[nH]4)CC3)ccc2c1
OCNT-2308723,CYP2C9,4.5740716,4.257753617484193,2,MURCKO::c1ccc2c(CCNc3ncnc4[nH]cnc34)c[nH]c2c1
OCNT-2308733,CYP2C9,2.99755775,4.607294678692158,0,MURCKO::O=C(NCc1cc(C2CC2)[nH]n1)C1COCCC1c1ccccc1
OCNT-2308748,CYP2C9,5.175987735,4.573716668964427,0,MURCKO::O=C(Cc1ccccc1)N1CCN(c2ncccn2)CC1
OCNT-2308758,CYP2C9,4.499651285,4.510469299013642,3,MURCKO::O=C(Nc1cnn(-c2ccccc2)c1)NC(c1ccccc1)c1nnc[nH]1
OCNT-2308760,CYP2C9,4.15754825,4.3902601322585575,2,MURCKO::O=C1CSc2ccc(C(=O)NCC3CCOC3c3ccccc3)cc2N1
OCNT-2308763,CYP2C9,4.024529555,4.529227519942439,3,MURCKO::c1c(C23CC4CC(CC(C4)C2)C3)nnn1Cc1n[nH]c2c1COCC2
OCNT-2308772,CYP2C9,3.722566127,4.259583952307196,0,MURCKO::c1ccc2ncccc2c1
OCNT-2308773,CYP2C9,5.046452268,4.609081671209674,0,MURCKO::O=C(Cc1cnc2ncnn2c1)Nc1cccc(Cc2ccccc2)c1
OCNT-2308783,CYP2C9,3.654502347,4.813413934364342,4,MURCKO::O=C(NCc1ccon1)NC1CCc2ccccc21
OCNT-2308814,CYP2C9,4.01858695,4.596866373864807,2,MURCKO::c1cc(-c2nc(-c3ccc4c(c3)CCO4)no2)c2cn[nH]c2n1
OCNT-2308818,CYP2C9,5.530375613,4.7092141893695025,0,MURCKO::c1ccc(-c2nc(N3CCC(Oc4cnccn4)CC3)c3ccccc3n2)nc1
OCNT-2308821,CYP2C9,4.607392417,4.401015246753964,0,MURCKO::O=C(Nc1ccn(C2CCCCC2)n1)c1ccccc1
OCNT-2308822,CYP2C9,4.027627188,4.699747803969741,4,MURCKO::O=C(NC1CCC(Cn2cccn2)C1)c1cccnc1
OCNT-2308838,CYP2C9,3.994174403,4.315777864926978,2,MURCKO::O=C(Nc1cnoc1)c1ccc2nncn2c1
OCNT-2308842,CYP2C9,4.208911465,4.852011864865406,3,MURCKO::O=C(CCc1cccnc1)N1CCN(c2ccccc2)CC1
OCNT-2308851,CYP2C9,4.420736525,4.515390434853382,3,MURCKO::O=c1[nH]c(CN2CCCCC2)nc2c1cnn2-c1ccccc1
OCNT-2308857,CYP2C9,5.599171183,4.644612659054304,0,MURCKO::O=C(Nc1ccc2c(c1)C(=O)NCC2)c1cccc(S(=O)(=O)Nc2ccccc2)c1
OCNT-2308860,CYP2C9,4.434269245,4.352817039057073,4,MURCKO::O=C(Nc1ccccc1)c1ccccn1
OCNT-2308865,CYP2C9,4.630061197,4.530832229072756,1,MURCKO::O=S1(=O)CCC(c2csc(Cc3cccc4ccccc34)n2)C1
OCNT-2308874,CYP2C9,3.713054535,4.468532193805479,3,MURCKO::O=C(c1c[nH]c(-c2ccccc2)n1)N1CCN(CC2CCCO2)CC1
OCNT-2308881,CYP2C9,4.77177413,4.399964964657581,2,MURCKO::O=C(Cn1ccc2ccccc21)N1CCc2ccccc21
OCNT-2308884,CYP2C9,3.588983172,4.296887770297261,0,MURCKO::O=C(c1ccc(N2CCCC2)nc1)N1CCCC(N2CCNC2=O)C1
OCNT-2308889,CYP2C9,5.370662155,4.619696091679118,2,MURCKO::O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1
OCNT-2308890,CYP2C9,2.324801003,4.431551732252883,4,MURCKO::O=C(Cc1cc[nH]n1)N1CCCCC1
OCNT-2308896,CYP2C9,3.887100278,4.227507009297687,4,MURCKO::O=C(Nc1c[nH]nc1-c1ccccn1)c1cccnc1
OCNT-2308914,CYP2C9,5.579995453,4.849294991197879,0,MURCKO::O=C(Nc1ccccc1)c1cc2ccccc2[nH]1
OCNT-2308915,CYP2C9,5.155332777,5.041821929265817,2,MURCKO::O=C(NCc1cn[nH]c1)N1CCC(Cc2ccccc2)CC1
OCNT-2308941,CYP2C9,5.55875766,4.5509909324294435,1,MURCKO::O=C(NCc1cc2ccccc2o1)c1cccc(-n2cnnn2)c1
